공연장코드,공연시설명,공연장명,공연장이미지,객석배치도,배치간격정보,검색횟수
FC000824-02,이천아트홀,소공연장,,,,0
FC000825-01,피카소소극장,1관,,,,0
FC000826-01,예울마루,대극장,,,,0
FC000826-02,예울마루,소극장,,,,0
FC000827-01,부산북구문화빙상센터,공연장,,,,0
FC000828-01,영도문화예술회관,대공연장 (봉래홀),,,,0
FC000828-02,영도문화예술회관,소공연장 (절영홀),,,,0
FC000832-01,해운대문화회관,해운홀,,,,0
FC000832-02,해운대문화회관,고운홀,,,,0
FC000833-01,대학로아트원씨어터,1관,,,,0
FC000833-02,대학로아트원씨어터,2관,,,,0
FC000833-03,대학로아트원씨어터,3관,,,,0
FC000835-01,강동어린이회관,아이누리홀,,,,0
FC000836-01,대구서구문화회관,공연장,,,,0
FC000836-02,대구서구문화회관,야외공연장,,,,0
FC000838-01,가온아트홀 [부산],1관,,,,0
FC000838-02,가온아트홀 [부산],2관,,,,0
FC000840-01,계양문화회관,대공연장,,,,0
FC000841-01,콘텐츠박스,,,,,0
FC000842-01,엠팟홀,,,,,0
FC000845-01,인천서구문화회관,대공연장,,,,0
FC000845-03,인천서구문화회관,소공연장,,,,0
FC000847-01,신한카드 판스퀘어,라이브홀,,,,0
FC000847-02,신한카드 판스퀘어,드림홀,,,,0
FC000849-01,광산문화예술회관,공연장,,,,0
FC000850-01,구로구민회관,,,,,0
FC000853-01,부산민주공원 공연장,큰방 (중극장),,,,0
FC000853-02,부산민주공원 공연장,작은방 (소극장),,,,0
FC000854-01,거제시청소년수련관,공연장,,,,0
FC000857-01,아회아트홀,,,,,0
FC000858-01,한울림소극장,,,,,0
FC000859-01,우전소극장,,,,,0
FC000860-01,우봉아트홀,,,,,0
FC000863-01,경북고령대가야문화누리,대공연장,,,,0
FC000867-01,서라벌문화회관,,,,,0
FC000868-01,성주문화예술회관,대공연장,,,,0
FC000871-01,안동시청 대동관,영남홀 (대공연장),,,,0
FC000871-02,안동시청 대동관,낙동홀 (소공연장),,,,0
FC000872-01,용천지랄소극장,,,,,0
FC000874-01,칠곡군교육문화회관,대공연장,,,,0
FC000874-02,칠곡군교육문화회관,소공연장,,,,0
FC000874-04,칠곡군교육문화회관,야외공연장,,,,0
FC000877-01,3.15 아트센터,대극장,,,,0
FC000877-02,3.15 아트센터,소극장,,,,0
FC000878-01,거제문화예술회관,대극장,,,,0
FC000878-02,거제문화예술회관,소극장,,,,0
FC000879-01,거창문화센터,공연장,,,,0
FC000879-02,거창문화센터,야외공연장,,,,0
FC000881-01,고성문화체육센터,,,,,0
FC000883-01,명보아트홀,하람홀,,,,0
FC000883-02,명보아트홀,다온홀,,,,0
FC000883-03,명보아트홀,가온홀,,,,0
FC000883-04,명보아트홀,라온홀,,,,0
FC000885-01,성산아트홀,대극장,,,,0
FC000885-03,성산아트홀,소극장,,,,0
FC000887-01,소극장 품,,,,,0
FC000890-01,롯데백화점 [구리],아동극장,,,,0
FC000895-01,수원시민회관,대강당,,,,0
FC000897-01,시흥시평생학습센터,대공연장,,,,0
FC000906-01,씨어터 제이,,,,,0
FC000908-01,아산시 평생학습관,대극장,,,,0
FC000918-02,제주특별자치도 설문대여성문화센터,공연장,,,,0
FC000923-01,정선문화예술회관,,,,,0
FC000924-01,고창문화의전당,공연장,,,,0
FC000926-01,KBS 수원아트홀,,,,,0
FC000930-01,남산예술센터,드라마센터,,,,0
FC000934-01,평택시남부문예회관,대공연장,,,,0
FC000934-02,평택시남부문예회관,소공연장,,,,0
FC000939-01,전주 덕진예술회관,,,,,0
FC000949-01,문화공간 새벽,,,,,0
FC001066-01,북촌창우극장,,,,,0
FC001071-01,천안 익스트림 아트홀,1관,,,,0
FC001071-02,천안 익스트림 아트홀,2관,,,,0
FC001073-01,JH 아트홀,,,,,0
FC001074-01,KBS 부산홀,,,,,0
FC001075-01,KNN 씨어터,,,,,0
FC001076-01,청주 MBC 아이홀씨어터,,,,,0
FC001077-01,강남아트홀,1관,,,,0
FC001077-02,강남아트홀,2관,,,,0
FC001080-01,건국대학교 새천년관,대공연장,,,,0
FC001081-01,경주세계문화엑스포,문화센터공연장,,,,0
FC001081-02,경주세계문화엑스포,백결공연장,,,,0
FC001083-01,광주아트홀,공연장,,,,0
FC001085-01,소극장 혜화당,,,,,0
FC001086-01,여우별씨어터,,,,,0
FC001087-01,동양예술극장,1관 (네모극장),,,,0
FC001087-02,동양예술극장,3관 (세모극장),,,,0
FC001087-03,동양예술극장,2관 (동그라미극장),,,,0
FC001091-01,대학로 스카이씨어터,1관,,,,0
FC001091-02,대학로 스카이씨어터,2관,,,,0
FC001092-01,아름다운극장,,,,,0
FC001093-01,예술공간 유비누리 앱질 전용관,,,,,0
FC001094-01,예술공간 혜화,,,,,0
FC001095-03,익스트림씨어터 1관,,,,,0
FC001099-01,댕로홀,,,,,0
FC001102-01,라이프 씨어터,,,,,0
FC001105-01,맛있는 극장,,,,,0
FC001106-01,메가폴리스아트홀,,,,,0
FC001107-01,한국방송회관 코바코홀,,,,,0
FC001108-01,김천시문화예술회관,대공연장,,,,0
FC001108-02,김천시문화예술회관,소공연장,,,,0
FC001111-01,국립극단 [용산],백성희장민호극장,,,,0
FC001111-02,국립극단 [용산],소극장판,,,,0
FC001111-03,국립극단 [용산],등나무,,,,0
FC001117-01,SJ 비보이극장,,,,,0
FC001119-01,삼형제극장 (환상극장),,,,,0
FC001121-01,대학로 아트홀 1관,,,,,0
FC001122-01,설치극장 정미소,,,,,0
FC001125-01,정동세실극장,,,,,0
FC001127-01,소극장 다르게놀자,,,,,0
FC001129-01,문화영토 소극장판 [전주],,,,,0
FC001130-01,소나무극장,,,,,0
FC001131-01,소월아트홀,,,,,0
FC001132-01,스튜디오 76,,,,,0
FC001134-01,아신아트컴퍼니,아신극장 1관,,,,0
FC001134-02,아신아트컴퍼니,아신극장 2관,,,,0
FC001137-01,아트씨어터 문 (안톤체홉극장),,,,,0
FC001140-01,에저또소극장 [부산],,,,,0
FC001141-01,연극실험실 혜화동 1 번지,,,,,0
FC001142-01,R&J 씨어터,,,,,0
FC001143-01,예술공간 서울,,,,,0
FC001144-01,예술공간 오르다,,,,,0
FC001145-01,예술극장 통,,,,,0
FC001149-01,우리네 극장,,,,,0
FC001156-01,지즐소극장,,,,,0
FC001157-01,가온아트홀 [창원],,,,,0
FC001158-01,충정로난타전용관,,,,,0
FC001160-01,푸른달극장,,,,,0
FC001162-01,한결아트홀,,,,,0
FC001166-01,현대예술관,대공연장,,,,0
FC001166-02,현대예술관,소공연장,,,,0
FC001167-01,군포문화예술회관,수리홀,,,,0
FC001167-02,군포문화예술회관,철쭉홀,,,,0
FC001169-01,아양아트센터,아양홀,,,,0
FC001170-01,김해문화의전당,누리홀,,,,0
FC001170-02,김해문화의전당,마루홀,,,,0
FC001170-03,김해문화의전당,애두름마당,,,,0
FC001172-01,M 시어터,,,,,0
FC001173-01,성수아트홀,,,,,0
FC001174-01,바탕골소극장,,,,,0
FC001176-01,한얼소극장,,,,,0
FC001177-01,광화문아트홀,,,,,0
FC001178-01,어울아트센터,함지홀 (대공연장),,,,0
FC001178-02,어울아트센터,오봉홀 (소공연장),,,,0
FC001179-01,울주문화예술회관,,,,,0
FC001180-01,고양시문예회관,,,,,0
FC001181-01,양평군민회관,,,,,0
FC001182-01,논산문화예술회관,대공연장,,,,0
FC001182-02,논산문화예술회관,소공연장,,,,0
FC001185-01,목포문화예술회관,,,,,0
FC001187-01,장흥문화예술회관,대공연장,,,,0
FC001187-02,장흥문화예술회관,소공연장,,,,0
FC001191-01,포항문화예술회관,대공연장,,,,0
FC001191-02,포항문화예술회관,소공연장,,,,0
FC001193-01,대구콘서트하우스,그랜드홀 (대공연장),,,,0
FC001193-02,대구콘서트하우스,챔버홀 (소공연장),,,,0
FC001193-03,대구콘서트하우스,로비 및 야외,,,,0
FC001196-01,구리아트홀,코스모스대극장,,,,0
FC001196-02,구리아트홀,유채꽃소극장,,,,0
FC001196-03,구리아트홀,빛의 마루,,,,0
FC001196-04,구리아트홀,스튜디오 D,,,,0
FC001198-01,통진두레문화센터,두레홀,,,,0
FC001199-01,콘텐츠 그라운드,,,,,0
FC001200-01,부산메트로홀,,,,,0
FC001201-01,서완소극장,,,,,0
FC001202-01,낙산씨어터,,,,,0
FC001203-01,동숭무대소극장,,,,,0
FC001204-01,달빛극장,,,,,0
FC001205-01,KT 체임버홀,,,,,0
FC001206-02,명작극장,1관,,,,0
FC001206-03,명작극장,2관,,,,0
FC001207-01,휴먼시어터,,,,,0
FC001208-01,홍익대 대학로 아트센터,대극장,,,,0
FC001208-02,홍익대 대학로 아트센터,소극장,,,,0
FC001209-01,공간아울,,,,,0
FC001211-01,소극장 꿈꾸는 공작소,,,,,0
FC001212-01,예그린씨어터,,,,,0
FC001213-01,대학로 뮤지컬센터,대극장,,,,0
FC001213-02,대학로 뮤지컬센터,중극장,,,,0
FC001213-03,대학로 뮤지컬센터,공간 피꼴로,,,,0
FC001214-01,최일화 스튜디오,,,,,0
FC001215-01,소극장 창덕궁,,,,,0
FC001216-01,서강대 메리홀,대극장,,,,0
FC001216-02,서강대 메리홀,소극장,,,,0
FC001217-01,성남시민회관,대극장,,,,0
FC001217-02,성남시민회관,소극장,,,,0
FC001218-01,드림시어터 [대학로],드림시어터,,,,0
FC001219-01,티엘아이 아트센터,,,,,0
FC001220-01,동서대학교 소향아트홀,,,,,0
FC001221-01,액터스소극장,,,,,0
FC001223-01,서연아트홀,,,,,0
FC001224-01,플렉스라운지,,,,,0
FC001225-01,부산 축제소극장,,,,,0
FC001226-01,극장 동국,,,,,0
FC001228-01,순위아트홀 1관 [대학로],,,,,0
FC001229-01,대학로 위로홀,,,,,0
FC001231-01,서귀포예술의전당,대극장,,,,0
FC001231-02,서귀포예술의전당,소극장,,,,0
FC001232-01,하마씨어터,,,,,0
FC001233-01,유니플렉스,1관 (대극장),,,,0
FC001233-02,유니플렉스,2관 (중극장),,,,0
FC001233-03,유니플렉스,3관 (소극장),,,,0
FC001234-01,기분좋은극장 [상무지구],,,,,0
FC001235-01,대학로 A 아트홀,,,,,0
FC001236-01,예스 24 스테이지,1관,,,,0
FC001236-02,예스 24 스테이지,2관,,,,0
FC001236-03,예스 24 스테이지,3관,,,,0
FC001237-01,소극장 공터 다,,,,,0
FC001238-01,제주영상미디어센터,예술극장,,,,0
FC001239-01,계명아트센터,,,,,0
FC001240-01,굿씨어터,,,,,0
FC001241-01,스퀘어 원,문화홀,,,,0
FC001242-01,여수시민회관,대공연장,,,,0
FC001244-01,AN 아트홀 [서면],,,,,0
FC001245-01,평촌아트홀,,,,,0
FC001246-01,BNK 부산은행 조은극장,1관,,,,0
FC001246-02,BNK 부산은행 조은극장,2관,,,,0
FC001246-03,BNK 부산은행 조은극장,스타홀,,,,0
FC001247-01,올림픽공원,KSPO DOME (체조경기장),,,,0
FC001247-02,올림픽공원,SK 핸드볼경기장 (펜싱경기장),,,,0
FC001247-03,올림픽공원,올림픽홀,,,,0
FC001247-04,올림픽공원,뮤즈라이브,,,,0
FC001247-05,올림픽공원,우리금융아트홀 (역도경기장),,,,0
FC001247-06,올림픽공원,K-아트홀,,,,0
FC001247-07,올림픽공원,야외 (88 잔디마당),,,,0
FC001247-08,올림픽공원,야외 (수변무대),,,,0
FC001247-09,올림픽공원,벨로드롬 (경륜경기장),,,,0
FC001247-11,올림픽공원,평화광장,,,,0
FC001247-12,올림픽공원,일대,,,,0
FC001248-01,예술공간 오이,,,,,0
FC001249-01,더 씨어터,,,,,0
FC001250-01,해오름 예술극장,,,,,0
FC001251-01,순위아트홀 [강남],,,,,0
FC001252-01,아리울 예술창고 (새만금상설공연장),,,,,0
FC001253-01,파도소리 소극장,,,,,0
FC001254-01,시네코아 사춤 전용관,,,,,0
FC001255-01,이음아트홀,,,,,0
FC001256-01,포항시청,문화동 대잠홀,,,,0
FC001257-01,피가로아트홀 [울산],,,,,0
FC001258-01,청주아트홀,,,,,0
FC001260-01,문화공간 엘림홀,,,,,0
FC001261-01,KBS 울산홀,,,,,0
FC001262-01,성균소극장,,,,,0
FC001262-02,스튜디오 SK,,,,,0
FC001263-01,전주한벽문화관,한벽공연장,,,,0
FC001263-02,전주한벽문화관,화명원,,,,0
FC001263-03,전주한벽문화관,혼례마당,,,,0
FC001264-01,노원구민회관,,,,,0
FC001265-01,이화여고 100주년 기념관,,,,,0
FC001266-01,소극장공유,,,,,0
FC001267-01,공간소극장,,,,,0
FC001268-01,서울극장,페인터즈히어로 전용관,,,,0
FC001269-01,우진문화공간,,,,,0
FC001270-01,국립아시아문화전당,극장 2,,,,0
FC001270-02,국립아시아문화전당,극장 1,,,,0
FC001270-03,국립아시아문화전당,극장 3,,,,0
FC001270-04,국립아시아문화전당,어린이극장,,,,0
FC001270-05,국립아시아문화전당,어린이체험관 동굴극장,,,,0
FC001270-06,국립아시아문화전당,오픈홀로비,,,,0
FC001270-07,국립아시아문화전당,문화창조원 복합 2관,,,,0
FC001270-08,국립아시아문화전당,아뜰리에 1,,,,0
FC001270-10,국립아시아문화전당,야외무대 (광장),,,,0
FC001270-12,국립아시아문화전당,문화창조원 복합 1관,,,,0
FC001271-01,통영국제음악당,콘서트홀,,,,0
FC001271-02,통영국제음악당,블랙박스,,,,0
FC001271-03,통영국제음악당,레스토랑,,,,0
FC001271-04,통영국제음악당,라운지,,,,0
FC001272-01,엔터식스 메두사 아트홀,1홀,,,,0
FC001272-02,엔터식스 메두사 아트홀,2홀,,,,0
FC001272-03,엔터식스 메두사 아트홀,3홀,,,,0
FC001274-01,노을소극장,,,,,0
FC001275-01,동화소극장,,,,,0
FC001276-02,부개문화사랑방,,,,,0
FC001277-01,퍼즐인형극장 다락극장,,,,,0
FC001278-01,오씨어터,,,,,0
FC001279-01,원주중앙청소년문화의집,소공연장,,,,0
FC001279-02,원주중앙청소년문화의집,청년플랫폼 청년마을 (5 층),,,,0
FC001281-01,디코소극장,,,,,0
FC001282-01,씨디아트홀,,,,,0
FC001283-01,씨어터 송,,,,,0
FC001284-01,뫼가람소극장,,,,,0
FC001285-01,서귀포학생문화원,대강당,,,,0
FC001286-01,공연일번지,,,,,0
FC001287-01,나다소극장,,,,,0
FC001288-01,어울림소극장 [원주],,,,,0
FC001289-01,대전예술가의집,누리홀,,,,0
FC001290-01,충장아트홀,,,,,0
FC001291-01,경희대학교 평화의전당,,,,,0
FC001292-01,대덕청소년수련관,강당,,,,0
FC001293-01,소울소극장,,,,,0
FC001294-01,안산올림픽기념관,중극장,,,,0
FC001295-01,하트리사이틀홀,,,,,0
FC001296-01,충남대학교 정심화국제문화회관,정심화홀,,,,0
FC001296-02,충남대학교 정심화국제문화회관,백마홀,,,,0
FC001296-03,충남대학교 정심화국제문화회관,대덕홀,,,,0
FC001297-01,현대백화점 문화홀 [충청],,,,,0
FC001298-01,시온아트홀,,,,,0
FC001299-01,신한대학교 벧엘관,대강당,,,,0
FC001300-01,필씨어터,,,,,0
FC001302-01,한국전통문화전당,공연장,,,,0
FC001302-02,한국전통문화전당,특설무대,,,,0
FC001303-01,해피씨어터,,,,,0
FC001305-01,Theater 연바람,,,,,0
FC001306-01,광주남구문화예술회관,공연장,,,,0
FC001307-01,떼아뜨로중구,,,,,0
FC001308-01,영주시민회관,,,,,0
FC001309-01,고양시여성회관,대강당,,,,0
FC001310-01,인천아트플랫폼,공연장,,,,0
FC001311-01,카페극장 칸,,,,,0
FC001312-01,아하아트홀,,,,,0
FC001316-01,국립민속국악원,예원당,,,,0
FC001316-02,국립민속국악원,예음헌,,,,0
FC001317-01,신세계 영랑호 리조트 [속초],특설공연장,,,,0
FC001318-01,분당소극장,,,,,0
FC001319-01,동해시청소년수련관,대강당,,,,0
FC001320-01,고성문화관,고성군문화관,,,,0
FC001321-01,카페 떼아뜨레,,,,,0
FC001322-01,밀양연극촌,가마골소극장,,,,0
FC001322-02,밀양연극촌,우리동네극장,,,,0
FC001322-03,밀양연극촌,스튜디오극장,,,,0
FC001322-04,밀양연극촌,숲의극장,,,,0
FC001322-05,밀양연극촌,성벽극장,,,,0
FC001322-06,밀양연극촌,창고극장,,,,0
FC001323-01,대학로 김대범소극장,,,,,0
FC001324-01,낙원상가 페인터즈 전용관,,,,,0
FC001325-01,창작소극장,,,,,0
FC001326-01,남해유스호스텔 청소년수련원,대강당,,,,0
FC001327-01,소극장 함세상,,,,,0
FC001328-01,울산 중구문화의전당,함월홀,,,,0
FC001328-02,울산 중구문화의전당,달빛마루,,,,0
FC001328-03,울산 중구문화의전당,별빛마루,,,,0
FC001328-04,울산 중구문화의전당,어울마루,,,,0
FC001329-01,창동극장,,,,,0
FC001330-01,김중업박물관 어울마당,,,,,0
FC001331-01,극장 봄,,,,,0
FC001332-01,해운대그랜드호텔,왕비의잔치 전용극장,,,,0
FC001333-01,J 아트홀,,,,,0
FC001334-01,극장 해프닝,,,,,0
FC001336-02,후용공연예술센터,교실극장,,,,0
FC001336-03,후용공연예술센터,야외공연장,,,,0
FC001337-01,천마아트센터,그랜드홀,,,,0
FC001337-02,천마아트센터,챔버홀,,,,0
FC001338-01,CJB 미디어센터,에덴아트홀,,,,0
FC001339-01,광주교육대학교 풍향문화관,하정웅아트홀,,,,0
FC001340-01,고도 5 층극장,,,,,0
FC001341-01,한림대학교 일송아트홀,,,,,0
FC001342-01,낭만극장,,,,,0
FC001343-01,창원대학교 종합교육관,대강당,,,,0
FC001344-01,아울로스 아트홀,,,,,0
FC001345-01,벡스코 (BEXCO),오디토리움,,,,0
FC001345-02,벡스코 (BEXCO),제 1 전시장,,,,0
FC001345-04,벡스코 (BEXCO),제 2 전시장,,,,0
FC001346-01,경기도어린이박물관,강당,,,,0
FC001347-01,소향씨어터,신한카드홀,,,,0
FC001348-01,안성시민회관,대강당,,,,0
FC001349-01,강릉원주대학교 해람문화관,해람홀,,,,0
FC001350-01,공간 Art 홀,,,,,0
FC001351-01,성균관대학교 새천년홀,,,,,0
FC001352-01,아산시여성회관,공연장,,,,0
FC001353-01,대학로 달달씨어터,,,,,0
FC001354-01,전주전통문화연수원,동헌,,,,0
FC001355-01,전주향교문화관,대강당,,,,0
FC001356-01,익산예술의전당,대공연장,,,,0
FC001359-01,파주운정행복센터,공연장,,,,0
FC001359-02,파주운정행복센터,다목적홀,,,,0
FC001360-01,제천실내체육관,,,,,0
FC001361-01,성북마을극장,,,,,0
FC001362-01,현대백화점 문화홀 [대구],문화홀,,,,0
FC001362-02,현대백화점 문화홀 [대구],토파즈홀,,,,0
FC001363-01,경북대학교 글로벌플라자,대강당 (공연장),,,,0
FC001364-01,동대문구민회관,대강당,,,,0
FC001365-01,한해랑아트홀,,,,,0
FC001366-01,엑스코 (exco),오디토리움,,,,0
FC001366-03,엑스코 (exco),전시 2홀,,,,0
FC001366-04,엑스코 (exco),컨벤션홀,,,,0
FC001366-05,엑스코 (exco),전시 1홀,,,,0
FC001367-01,연극실험실 일상지하,,,,,0
FC001368-01,인디아트홀 공,,,,,0
FC001369-01,서울창의예술교육센터,하늘공연장,,,,0
FC001370-01,광림아트센터,장천홀,,,,0
FC001370-02,광림아트센터,BBCH 홀,,,,0
FC001371-01,한국만화박물관,만화영화상영관,,,,0
FC001372-01,수서청소년수련관,청소년극장,,,,0
FC001373-01,성동청소년수련관,무지개극장,,,,0
FC001374-01,아산시 보건소,콘서트홀,,,,0
FC001375-01,떼아뜨르 다락 소극장,,,,,0
FC001376-01,소극장 6 번출구,,,,,0
FC001377-01,무계원,사랑채,,,,0
FC001378-01,무안승달문화예술회관,대공연장,,,,0
FC001378-02,무안승달문화예술회관,소공연장,,,,0
FC001379-01,아루또소극장,,,,,0
FC001380-01,서촌공간 서로,,,,,0
FC001381-01,꿈꾸는 씨어터,,,,,0
FC001382-01,문화역 서울 284,RTO,,,,0
FC001383-01,천안예술의전당,대공연장,,,,0
FC001383-02,천안예술의전당,소공연장,,,,0
FC001383-03,천안예술의전당,미술관,,,,0
FC001384-01,SH 아트홀,,,,,0
FC001385-01,소극장 예울,,,,,0
FC001386-01,문래예술공장,박스씨어터,,,,0
FC001386-02,문래예술공장,스튜디오 M30,,,,0
FC001387-01,대학로 두레홀 4관,,,,,0
FC001388-01,문씨어터,,,,,0
FC001389-01,예술극장 온,,,,,0
FC001390-01,성신여자대학교 운정그린캠퍼스 대강당,,,,,0
FC001391-01,거창문화원,상살미홀,,,,0
FC001393-01,여우별아트홀,,,,,0
FC001394-01,광양커뮤니티센터,다목적홀,,,,0
FC001395-01,DS Hall,,,,,0
FC001396-01,남도소리울림터,,,,,0
FC001398-01,보성군문화예술회관,,,,,0
FC001400-01,영광예술의전당,대공연장,,,,0
FC001400-02,영광예술의전당,소공연장,,,,0
FC001402-01,부산광역시학생문화예술회관,대극장,,,,0
FC001402-02,부산광역시학생문화예술회관,소극장,,,,0
FC001403-01,영등포 타임스퀘어,키즈앤키즈 소극장,,,,0
FC001404-01,대학로 이음센터,이음홀,,,,0
FC001405-01,임혁필소극장,,,,,0
FC001406-01,광주디자인센터,이벤트홀,,,,0
FC001407-01,작은극장 다함,,,,,0
FC001409-01,KT&G 상상마당 [춘천],사운드홀,,,,0
FC001409-02,KT&G 상상마당 [춘천],야외공연장,,,,0
FC001410-01,춘천 수변공원,,,,,0
FC001411-01,페리지홀,,,,,0
FC001413-01,LIG 아트홀 [합정],,,,,0
FC001414-01,코델아트홀,,,,,0
FC001415-01,대전시립연정국악원,큰마당,,,,0
FC001415-02,대전시립연정국악원,작은마당,,,,0
FC001416-01,유성문화원,다목적실,,,,0
FC001417-01,여의도 이랜드크루즈 제 1 터미널,,,,,0
FC001418-01,한옥마을아트홀,,,,,0
FC001419-01,1m 클래식아트홀,,,,,0
FC001420-01,나비아트홀,,,,,0
FC001421-01,홍대 the STUMP (더 스텀프),,,,,0
FC001422-01,소극장 ZONE,,,,,0
FC001423-01,성북구민회관,대강당,,,,0
FC001424-01,놀터예술공방,,,,,0
FC001425-01,스튜디오 QDA,,,,,0
FC001426-01,고창읍성 모양성 내아,,,,,0
FC001427-01,송상헌의 난타 소극장,,,,,0
FC001428-01,한국콘텐츠진흥원 CKL 스테이지,CKL 스테이지,,,,0
FC001429-01,김천시문화회관,,,,,0
FC001430-01,화순 하니움 문화스포츠센터,적벽실 (대강당),,,,0
FC001430-02,화순 하니움 문화스포츠센터,만연홀 (소공연장),,,,0
FC001431-01,해바라기소극장,,,,,0
FC001432-01,대구범어대성당,드망즈홀,,,,0
FC001433-01,호텔 인터불고 대구,컨벤션홀,,,,0
FC001435-01,종로아이들극장,,,,,0
FC001436-01,거창 수승대,축제극장,,,,0
FC001436-02,거창 수승대,달물빛극장,,,,0
FC001436-03,거창 수승대,구연극장,,,,0
FC001436-04,거창 수승대,수변무대,,,,0
FC001436-05,거창 수승대,수승극장,,,,0
FC001437-01,안동댐 월영교 일원 개목나루,,,,,0
FC001438-01,수원 SK 아트리움,대공연장,,,,0
FC001438-02,수원 SK 아트리움,소공연장,,,,0
FC001439-01,베어홀 (Bear Hall),,,,,0
FC001440-01,대학로 두레홀 3관,,,,,0
FC001441-01,서울돈화문국악당,,,,,0
FC001442-01,호은아트홀,,,,,0
FC001444-01,성암아트센터,성암아트홀,,,,0
FC001448-01,KB 아트홀 [강남],,,,,0
FC001449-01,KB 아트홀 [부산],,,,,0
FC001451-01,강동구민회관,대강당,,,,0
FC001453-01,가인소극장 (회현동 소극장),,,,,0
FC001454-01,대동골문화센터,공연장,,,,0
FC001457-01,탑아트홀,,,,,0
FC001459-01,컬처스페이스 엔유,,,,,0
FC001462-01,서울상상나라,,,,,0
FC001469-01,중앙대학교 아트센터,대극장,,,,0
FC001469-02,중앙대학교 아트센터,소극장 (100주년기념관),,,,0
FC001472-01,CTS 아트홀,,,,,0
FC001479-01,창조문화활력센터 소극장 624,,,,,0
FC001480-01,아트홀 베짱이,,,,,0
FC001485-01,서초문화예술회관,아트홀 (대강당),,,,0
FC001491-01,레몬트리소극장,,,,,0
FC001507-01,도파니아트홀,,,,,0
FC001512-01,세이레아트센터,,,,,0
FC001513-01,롯데콘서트홀,,,,,0
FC001514-01,전북교육문화회관,,,,,0
FC001515-01,누리마공연장,,,,,0
FC001516-01,권번문화예술원,,,,,0
FC001517-01,전주소리문화관,대청마루,,,,0
FC001517-02,전주소리문화관,놀이마당 (야외마당),,,,0
FC001517-03,전주소리문화관,사랑방,,,,0
FC001518-01,국립무형유산원,대공연장,,,,0
FC001518-02,국립무형유산원,소공연장,,,,0
FC001519-01,예담아트홀,,,,,0
FC001520-01,경계없는예술센터,SPACE T,,,,0
FC001524-01,막사 (MAKSA),,,,,0
FC001526-01,열린아트홀,,,,,0
FC001527-01,성신여자대학교 돈암수정캠퍼스,수정홀,,,,0
FC001528-01,대학로 드림아트센터,1관,,,,0
FC001528-02,대학로 드림아트센터,2관 더블케이씨어터,,,,0
FC001528-03,대학로 드림아트센터,3관 나몰라홀,,,,0
FC001528-04,대학로 드림아트센터,4관,,,,0
FC001529-01,여행자극장,,,,,0
FC001530-01,선산문화회관,,,,,0
FC001531-01,세실아트홀,,,,,0
FC001535-01,인사아트홀,,,,,0
FC001536-01,충남도청 문예회관,,,,,0
FC001539-01,수상한흥신소전용관,,,,,0
FC001540-01,축제소극장 [창원],만수아트홀,,,,0
FC001540-02,축제소극장 [창원],1관,,,,0
FC001541-01,꿈나무극장,,,,,0
FC001542-01,세종아트센터,,,,,0
FC001543-01,공간 222,,,,,0
FC001544-01,정태호소극장 comedy maker,,,,,0
FC001545-01,남문로데오아트홀,,,,,0
FC001546-01,여수청소년수련관,,,,,0
FC001547-01,640아트타워,640아트홀,,,,0
FC001548-01,2001 아울렛키즈홀 [수원남문],,,,,0
FC001549-01,한남대로 158 (극단 성북동 비둘기),,,,,0
FC001550-01,소극장 극예술공간,,,,,0
FC001552-01,동아백화점 아트홀,,,,,0
FC001553-01,소극장 길,,,,,0
FC001554-01,안동유교랜드 원형극장,,,,,0
FC001555-01,엘림아트센터,엘림홀,,,,0
FC001555-02,엘림아트센터,챔버홀,,,,0
FC001556-01,금호아트홀 연세,,,,,0
FC001561-01,롯데마트 어린이소극장 [구미],어린이소극장,,,,0
FC001562-01,30스튜디오,,,,,0
FC001563-01,포항백시어터,,,,,0
FC001564-01,레미어린이극장 [부평],,,,,0
FC001565-01,레미어린이극장 [금천],,,,,0
FC001566-01,진건아트홀,,,,,0
FC001567-01,국화소극장,,,,,0
FC001568-01,스트라디움 스튜디오,,,,,0
FC001569-01,더뮤지트라이브홀,,,,,0
FC001570-01,대교타워 아이레벨홀,,,,,0
FC001571-01,마리아칼라스홀,,,,,0
FC001572-01,한국소리터,지영희홀,,,,0
FC001572-02,한국소리터,야외공연장 (평택농악마을),,,,0
FC001573-01,국립부여박물관,사비마루,,,,0
FC001574-01,세상에서제일작은한평극장,,,,,0
FC001575-01,JCC 아트센터,콘서트홀,,,,0
FC001575-02,JCC 아트센터,4 전시장,,,,0
FC001576-01,스페이스 아이,,,,,0
FC001577-01,대구보건대 인당아트홀,,,,,0
FC001582-04,한양대학교 노천극장,,,,,0
FC001583-01,플랫폼 창동 61,레드박스,,,,0
FC001585-01,M Stage (엠스테이지),1관,,,,0
FC001585-02,M Stage (엠스테이지),2관,,,,0
FC001590-01,현대백화점 문화홀 [킨텍스],문화홀 (9 층),,,,0
FC001591-01,현대백화점 문화홀 [압구정],문화홀 (컬처파크 4 층),,,,0
FC001592-01,난지한강공원,,,,,0
FC001593-02,한남대학교 56 주년기념관,서의필홀,,,,0
FC001594-01,KBS 창원홀,,,,,0
FC001599-01,정부세종청사 6 동 대강당,,,,,0
FC001600-01,효천아트센터 그라운드씬,,,,,0
FC001602-01,청석에듀씨어터,,,,,0
FC001603-01,아트포레스트 아트홀,1관,,,,0
